User ID,Cycle Length,Cycle Day,Exercise Name,Exercise Intensity,Pain Level,Pred. Exercise,Pred. Intensity
210,28,15,Sports,6,5,Sports,7
210,28,16,Arms,7,8,Sports,6
210,28,17,Running,1,1,Running,3
210,28,18,Back & Shoulders,4,4,Back & Shoulders,6
210,28,19,Arms,2,3,Arms,4
210,28,20,Yoga,10,9,Arms,8
210,28,21,Arms,3,1,Arms,3
210,28,22,Running,9,10,Legs & Glutes,6
210,28,23,Yoga,5,7,Yoga,5
210,28,24,Back & Shoulders,3,1,Back & Shoulders,3
210,28,25,Abs & Waist,8,6,Abs & Waist,8
210,28,26,Arms,10,10,Abs & Waist,8
210,28,27,Running,3,2,Running,3
210,28,28,Sports,1,0,Sports,2
211,27,1,Sports,10,9,Back & Shoulders,9
211,27,2,Legs & Glutes,9,8,Yoga,8
211,27,3,Legs & Glutes,9,10,Sports,8
211,27,4,Yoga,9,9,Arms,6
211,27,5,Running,4,5,Running,6
211,27,6,Yoga,4,4,Yoga,4
211,27,7,Arms,3,3,Arms,4
211,27,8,Back & Shoulders,2,0,Back & Shoulders,4
211,27,9,Arms,7,6,Arms,8
211,27,10,Walking,7,7,Walking,7
211,27,11,Yoga,8,7,Yoga,8
211,27,12,Abs & Waist,3,3,Abs & Waist,5
211,27,13,Sports,3,5,Sports,5
211,27,14,Arms,2,4,Arms,4
211,27,15,Legs & Glutes,5,6,Legs & Glutes,5
211,27,16,Abs & Waist,7,6,Abs & Waist,8
211,27,17,Sports,6,4,Sports,8
211,27,18,Walking,1,0,Walking,1
211,27,19,Walking,3,4,Walking,5
211,27,20,Walking,5,5,Walking,6
211,27,21,Arms,9,8,Running,8
211,27,22,Sports,1,0,Sports,3
211,27,23,Walking,3,3,Walking,5
211,27,24,Legs & Glutes,2,3,Legs & Glutes,3
211,27,25,Abs & Waist,8,8,Legs & Glutes,6
211,27,26,Running,3,1,Running,3
211,27,27,Yoga,5,6,Yoga,5
212,27,1,Walking,8,8,Running,5
212,27,2,Back & Shoulders,10,8,Arms,7
212,27,3,Arms,1,1,Arms,2
212,27,4,Sports,10,8,Back & Shoulders,7
212,27,5,Abs & Waist,2,2,Abs & Waist,4
212,27,6,Arms,3,5,Arms,4
212,27,7,Yoga,6,6,Yoga,7
212,27,8,Yoga,3,4,Yoga,3
212,27,9,Running,6,8,Arms,3
212,27,10,Running,6,8,Legs & Glutes,3
212,27,11,Sports,1,3,Sports,1
212,27,12,Abs & Waist,8,9,Legs & Glutes,6
212,27,13,Legs & Glutes,10,10,Arms,7
212,27,14,Back & Shoulders,4,5,Back & Shoulders,4
212,27,15,Walking,10,9,Sports,7
212,27,16,Running,6,8,Arms,5
212,27,17,Sports,3,4,Sports,3
212,27,18,Arms,10,8,Sports,9
212,27,19,Arms,1,0,Arms,1
212,27,20,Running,2,4,Running,4
212,27,21,Walking,10,9,Running,7
212,27,22,Running,3,5,Running,3
212,27,23,Back & Shoulders,5,6,Back & Shoulders,6
212,27,24,Sports,7,6,Sports,8
212,27,25,Arms,7,6,Arms,9
212,27,26,Running,7,5,Running,9
212,27,27,Legs & Glutes,10,10,Yoga,8
213,21,1,Abs & Waist,9,7,Abs & Waist,10
213,21,2,Legs & Glutes,3,5,Legs & Glutes,4
213,21,3,Abs & Waist,8,10,Sports,5
213,21,4,Sports,9,8,Yoga,7
213,21,5,Back & Shoulders,7,5,Back & Shoulders,7
213,21,6,Abs & Waist,4,5,Abs & Waist,5
213,21,7,Abs & Waist,3,2,Abs & Waist,3
213,21,8,Arms,8,9,Legs & Glutes,6
213,21,9,Arms,2,2,Arms,4
213,21,10,Abs & Waist,3,3,Abs & Waist,5
213,21,11,Yoga,6,5,Yoga,6
213,21,12,Arms,2,1,Arms,2
213,21,13,Running,5,4,Running,7
213,21,14,Walking,5,6,Walking,7
213,21,15,Running,5,4,Running,5
213,21,16,Running,5,7,Running,5
213,21,17,Arms,8,8,Yoga,6
213,21,18,Back & Shoulders,3,1,Back & Shoulders,3
213,21,19,Yoga,10,10,Running,7
213,21,20,Abs & Waist,7,7,Abs & Waist,8
213,21,21,Arms,7,7,Arms,7
214,33,1,Arms,10,10,Abs & Waist,8
214,33,2,Arms,5,4,Arms,6
214,33,3,Abs & Waist,10,10,Legs & Glutes,9
214,33,4,Legs & Glutes,9,10,Sports,8
214,33,5,Yoga,6,5,Yoga,6
214,33,6,Abs & Waist,3,5,Abs & Waist,4
214,33,7,Arms,7,7,Arms,8
214,33,8,Running,7,7,Running,9
214,33,9,Legs & Glutes,8,7,Legs & Glutes,10
214,33,10,Yoga,9,10,Running,8
214,33,11,Running,10,8,Sports,7
214,33,12,Legs & Glutes,4,5,Legs & Glutes,6
214,33,13,Walking,3,3,Walking,3
214,33,14,Walking,1,3,Walking,1
214,33,15,Back & Shoulders,5,7,Back & Shoulders,5
214,33,16,Walking,6,7,Walking,8
214,33,17,Abs & Waist,1,1,Abs & Waist,1
214,33,18,Legs & Glutes,9,10,Back & Shoulders,8
214,33,19,Yoga,7,8,Abs & Waist,5
214,33,20,Legs & Glutes,8,7,Legs & Glutes,10
214,33,21,Back & Shoulders,5,6,Back & Shoulders,5
214,33,22,Back & Shoulders,4,3,Back & Shoulders,6
214,33,23,Yoga,7,9,Back & Shoulders,6
214,33,24,Abs & Waist,4,4,Abs & Waist,5
214,33,25,Yoga,7,5,Yoga,8
214,33,26,Back & Shoulders,5,7,Back & Shoulders,5
214,33,27,Yoga,10,8,Back & Shoulders,9
214,33,28,Back & Shoulders,6,6,Back & Shoulders,8
214,33,29,Yoga,9,9,Walking,6
214,33,30,Walking,4,2,Walking,5
214,33,31,Abs & Waist,2,2,Abs & Waist,4
214,33,32,Legs & Glutes,7,9,Abs & Waist,4
214,33,33,Legs & Glutes,6,6,Legs & Glutes,6
215,31,1,Walking,7,7,Walking,7
215,31,2,Arms,3,3,Arms,5
215,31,3,Yoga,4,6,Yoga,4
215,31,4,Yoga,8,8,Abs & Waist,7
215,31,5,Walking,5,3,Walking,6
215,31,6,Walking,4,6,Walking,5
215,31,7,Running,1,0,Running,3
215,31,8,Back & Shoulders,10,10,Yoga,8
215,31,9,Walking,2,2,Walking,4
215,31,10,Sports,7,7,Sports,8
215,31,11,Legs & Glutes,9,7,Legs & Glutes,9
215,31,12,Back & Shoulders,3,2,Back & Shoulders,4
215,31,13,Abs & Waist,8,9,Walking,6
215,31,14,Arms,7,7,Arms,9
215,31,15,Yoga,10,10,Arms,7
215,31,16,Back & Shoulders,7,7,Back & Shoulders,8
215,31,17,Sports,5,6,Sports,6
215,31,18,Sports,6,8,Yoga,5
215,31,19,Legs & Glutes,1,0,Legs & Glutes,2
215,31,20,Walking,3,4,Walking,3
215,31,21,Arms,1,2,Arms,2
215,31,22,Walking,4,4,Walking,5
215,31,23,Sports,2,2,Sports,3
215,31,24,Back & Shoulders,10,10,Running,7
215,31,25,Arms,7,8,Yoga,5
215,31,26,Running,5,4,Running,7
215,31,27,Sports,3,5,Sports,4
215,31,28,Yoga,8,6,Yoga,8
215,31,29,Legs & Glutes,2,2,Legs & Glutes,2
215,31,30,Abs & Waist,10,10,Yoga,7
215,31,31,Abs & Waist,5,5,Abs & Waist,6
216,31,1,Arms,4,3,Arms,6
216,31,2,Sports,4,3,Sports,5
216,31,3,Walking,2,3,Walking,2
216,31,4,Legs & Glutes,3,4,Legs & Glutes,3
216,31,5,Yoga,6,7,Yoga,7
216,31,6,Abs & Waist,9,9,Legs & Glutes,8
216,31,7,Back & Shoulders,7,8,Yoga,5
216,31,8,Back & Shoulders,10,9,Yoga,9
216,31,9,Legs & Glutes,9,7,Legs & Glutes,9
216,31,10,Arms,10,9,Abs & Waist,8
216,31,11,Abs & Waist,6,8,Back & Shoulders,5
216,31,12,Back & Shoulders,2,1,Back & Shoulders,2
216,31,13,Back & Shoulders,8,10,Abs & Waist,7
216,31,14,Back & Shoulders,4,3,Back & Shoulders,5
216,31,15,Sports,3,5,Sports,4
216,31,16,Arms,10,10,Running,9
216,31,17,Yoga,10,8,Legs & Glutes,8
216,31,18,Sports,3,5,Sports,4
216,31,19,Legs & Glutes,4,6,Legs & Glutes,4
216,31,20,Sports,8,6,Sports,8
216,31,21,Legs & Glutes,4,3,Legs & Glutes,5
216,31,22,Legs & Glutes,10,10,Yoga,8
216,31,23,Sports,5,5,Sports,5
216,31,24,Yoga,10,10,Abs & Waist,8
216,31,25,Arms,1,2,Arms,2
216,31,26,Walking,6,8,Legs & Glutes,3
216,31,27,Yoga,8,7,Yoga,8
216,31,28,Sports,6,7,Sports,8
216,31,29,Legs & Glutes,6,8,Walking,3
216,31,30,Back & Shoulders,3,2,Back & Shoulders,3
216,31,31,Walking,5,6,Walking,6
217,35,1,Back & Shoulders,6,5,Back & Shoulders,6
217,35,2,Walking,4,6,Walking,5
217,35,3,Yoga,7,7,Yoga,9
217,35,4,Sports,8,10,Back & Shoulders,6
217,35,5,Abs & Waist,7,5,Abs & Waist,9
217,35,6,Back & Shoulders,5,3,Back & Shoulders,7
217,35,7,Walking,7,7,Walking,8
217,35,8,Back & Shoulders,5,4,Back & Shoulders,6
217,35,9,Arms,9,10,Running,6
217,35,10,Back & Shoulders,4,6,Back & Shoulders,5
217,35,11,Running,2,2,Running,4
217,35,12,Yoga,7,5,Yoga,7
217,35,13,Yoga,7,7,Yoga,9
217,35,14,Back & Shoulders,2,4,Back & Shoulders,4
217,35,15,Sports,4,2,Sports,5
217,35,16,Back & Shoulders,5,5,Back & Shoulders,5
217,35,17,Running,8,7,Running,9
217,35,18,Sports,2,1,Sports,4
217,35,19,Arms,6,5,Arms,7
217,35,20,Arms,9,9,Legs & Glutes,6
217,35,21,Arms,7,6,Arms,9
217,35,22,Legs & Glutes,3,1,Legs & Glutes,5
217,35,23,Walking,8,6,Walking,9
217,35,24,Running,1,0,Running,2
217,35,25,Running,9,9,Yoga,7
217,35,26,Arms,8,7,Arms,8
217,35,27,Yoga,10,8,Back & Shoulders,7
217,35,28,Arms,9,10,Running,6
217,35,29,Running,3,3,Running,4
217,35,30,Arms,4,4,Arms,6
217,35,31,Yoga,7,7,Yoga,8
217,35,32,Yoga,3,4,Yoga,4
217,35,33,Yoga,8,10,Running,6
217,35,34,Legs & Glutes,3,4,Legs & Glutes,5
217,35,35,Running,5,7,Running,7
218,29,1,Arms,8,6,Arms,10
218,29,2,Legs & Glutes,3,2,Legs & Glutes,5
218,29,3,Yoga,10,8,Running,8
218,29,4,Abs & Waist,7,6,Abs & Waist,9
218,29,5,Back & Shoulders,10,9,Legs & Glutes,9
218,29,6,Sports,10,8,Running,9
218,29,7,Arms,9,10,Sports,7
218,29,8,Legs & Glutes,4,5,Legs & Glutes,5
218,29,9,Running,8,7,Running,10
218,29,10,Back & Shoulders,2,3,Back & Shoulders,3
218,29,11,Arms,5,5,Arms,6
218,29,12,Arms,4,5,Arms,5
218,29,13,Arms,10,8,Abs & Waist,9
218,29,14,Walking,3,1,Walking,3
218,29,15,Sports,2,1,Sports,2
218,29,16,Legs & Glutes,5,5,Legs & Glutes,6
218,29,17,Walking,4,2,Walking,5
218,29,18,Walking,1,0,Walking,2
218,29,19,Abs & Waist,2,2,Abs & Waist,3
218,29,20,Yoga,8,10,Legs & Glutes,5
218,29,21,Yoga,1,3,Yoga,3
218,29,22,Abs & Waist,9,8,Walking,6
218,29,23,Walking,10,10,Abs & Waist,9
218,29,24,Sports,9,10,Legs & Glutes,6
218,29,25,Legs & Glutes,9,7,Legs & Glutes,10
218,29,26,Arms,4,2,Arms,5
218,29,27,Sports,10,10,Legs & Glutes,8
218,29,28,Legs & Glutes,9,9,Back & Shoulders,8
218,29,29,Arms,7,5,Arms,8
219,33,1,Yoga,7,6,Yoga,7
219,33,2,Abs & Waist,10,10,Walking,7
219,33,3,Walking,4,6,Walking,4
219,33,4,Legs & Glutes,7,7,Legs & Glutes,9
219,33,5,Walking,7,5,Walking,8
219,33,6,Back & Shoulders,8,7,Back & Shoulders,8
219,33,7,Yoga,7,8,Legs & Glutes,5
219,33,8,Abs & Waist,2,0,Abs & Waist,4
219,33,9,Yoga,9,7,Yoga,9
219,33,10,Yoga,9,9,Back & Shoulders,6
219,33,11,Back & Shoulders,3,1,Back & Shoulders,3
219,33,12,Arms,2,0,Arms,2
219,33,13,Walking,1,2,Walking,1
219,33,14,Yoga,8,7,Yoga,9
219,33,15,Sports,6,7,Sports,6
219,33,16,Sports,9,10,Yoga,6
219,33,17,Running,2,3,Running,4
219,33,18,Back & Shoulders,7,7,Back & Shoulders,7
219,33,19,Sports,7,8,Back & Shoulders,4
219,33,20,Abs & Waist,10,10,Walking,7
219,33,21,Legs & Glutes,3,1,Legs & Glutes,5
219,33,22,Running,8,7,Running,10
219,33,23,Abs & Waist,1,0,Abs & Waist,1
219,33,24,Walking,4,5,Walking,6
219,33,25,Arms,6,4,Arms,8
219,33,26,Abs & Waist,6,6,Abs & Waist,6
219,33,27,Arms,9,10,Sports,7
219,33,28,Running,6,8,Legs & Glutes,4
219,33,29,Yoga,2,3,Yoga,2
219,33,30,Abs & Waist,10,10,Legs & Glutes,8
219,33,31,Arms,1,0,Arms,1
219,33,32,Arms,9,7,Arms,9
219,33,33,Abs & Waist,9,7,Abs & Waist,10
220,31,1,Legs & Glutes,10,9,Running,9
220,31,2,Sports,6,8,Abs & Waist,3
220,31,3,Abs & Waist,6,5,Abs & Waist,7
220,31,4,Abs & Waist,6,7,Abs & Waist,6
220,31,5,Yoga,4,6,Yoga,6
220,31,6,Yoga,7,8,Abs & Waist,4
220,31,7,Running,1,2,Running,3
220,31,8,Arms,8,6,Arms,8
220,31,9,Legs & Glutes,6,6,Legs & Glutes,7
220,31,10,Legs & Glutes,3,5,Legs & Glutes,3
220,31,11,Running,9,10,Back & Shoulders,6
220,31,12,Abs & Waist,10,10,Legs & Glutes,8
220,31,13,Abs & Waist,5,7,Abs & Waist,7
220,31,14,Yoga,1,0,Yoga,2
220,31,15,Yoga,2,3,Yoga,3
220,31,16,Abs & Waist,3,2,Abs & Waist,4
220,31,17,Yoga,3,4,Yoga,3
220,31,18,Walking,1,0,Walking,3
220,31,19,Yoga,6,8,Legs & Glutes,3
220,31,20,Yoga,5,3,Yoga,6
220,31,21,Walking,2,2,Walking,4
220,31,22,Abs & Waist,3,1,Abs & Waist,3
220,31,23,Legs & Glutes,4,4,Legs & Glutes,4
220,31,24,Yoga,3,4,Yoga,4
220,31,25,Legs & Glutes,8,9,Sports,5
220,31,26,Abs & Waist,6,4,Abs & Waist,6
220,31,27,Yoga,9,7,Yoga,10
220,31,28,Sports,7,8,Walking,6
220,31,29,Back & Shoulders,5,5,Back & Shoulders,7
220,31,30,Legs & Glutes,3,1,Legs & Glutes,4
220,31,31,Abs & Waist,9,7,Abs & Waist,9
221,26,1,Walking,4,2,Walking,5
221,26,2,Abs & Waist,9,8,Arms,8
221,26,3,Abs & Waist,6,8,Legs & Glutes,3
221,26,4,Back & Shoulders,5,7,Back & Shoulders,6
221,26,5,Running,10,8,Sports,8
221,26,6,Back & Shoulders,8,8,Abs & Waist,5
221,26,7,Legs & Glutes,8,10,Running,6
221,26,8,Walking,3,5,Walking,4
221,26,9,Back & Shoulders,10,10,Running,8
221,26,10,Arms,5,3,Arms,5
221,26,11,Walking,4,5,Walking,6
221,26,12,Abs & Waist,2,1,Abs & Waist,2
221,26,13,Walking,8,6,Walking,9
221,26,14,Walking,1,1,Walking,3
221,26,15,Back & Shoulders,5,3,Back & Shoulders,6
221,26,16,Running,9,9,Legs & Glutes,8
221,26,17,Yoga,10,10,Arms,8
221,26,18,Walking,4,4,Walking,5
221,26,19,Legs & Glutes,4,4,Legs & Glutes,6
221,26,20,Abs & Waist,5,5,Abs & Waist,5
221,26,21,Abs & Waist,3,3,Abs & Waist,4
221,26,22,Running,3,1,Running,3
221,26,23,Running,9,9,Legs & Glutes,6
221,26,24,Running,10,10,Yoga,7
221,26,25,Walking,8,10,Yoga,5
221,26,26,Sports,1,2,Sports,2
222,26,1,Arms,10,10,Legs & Glutes,7
222,26,2,Sports,5,6,Sports,6
222,26,3,Sports,9,9,Arms,7
222,26,4,Abs & Waist,7,5,Abs & Waist,9
222,26,5,Legs & Glutes,2,3,Legs & Glutes,4
222,26,6,Abs & Waist,5,3,Abs & Waist,5
222,26,7,Back & Shoulders,4,2,Back & Shoulders,5
222,26,8,Sports,9,9,Yoga,7
222,26,9,Yoga,4,3,Yoga,5
222,26,10,Abs & Waist,7,6,Abs & Waist,9
222,26,11,Arms,9,10,Back & Shoulders,8
222,26,12,Sports,6,8,Walking,5
222,26,13,Running,9,10,Legs & Glutes,6
222,26,14,Legs & Glutes,6,7,Legs & Glutes,6
222,26,15,Sports,1,1,Sports,2
222,26,16,Yoga,8,10,Legs & Glutes,6
222,26,17,Running,1,1,Running,1
222,26,18,Back & Shoulders,8,6,Back & Shoulders,10
222,26,19,Running,1,1,Running,1
222,26,20,Abs & Waist,2,4,Abs & Waist,3
222,26,21,Arms,1,2,Arms,1
222,26,22,Legs & Glutes,4,5,Legs & Glutes,5
222,26,23,Back & Shoulders,4,3,Back & Shoulders,6
222,26,24,Arms,2,2,Arms,3
222,26,25,Legs & Glutes,8,9,Running,7
222,26,26,Sports,3,2,Sports,5
223,34,1,Abs & Waist,10,10,Sports,7
223,34,2,Arms,8,6,Arms,8
223,34,3,Abs & Waist,2,3,Abs & Waist,4
223,34,4,Arms,8,9,Legs & Glutes,5
223,34,5,Yoga,6,7,Yoga,6
223,34,6,Back & Shoulders,9,10,Walking,7
223,34,7,Back & Shoulders,8,9,Running,5
223,34,8,Abs & Waist,4,6,Abs & Waist,4
223,34,9,Back & Shoulders,7,7,Back & Shoulders,7
223,34,10,Running,1,0,Running,1
223,34,11,Yoga,2,0,Yoga,2
223,34,12,Back & Shoulders,10,10,Walking,9
223,34,13,Abs & Waist,1,3,Abs & Waist,2
223,34,14,Sports,3,4,Sports,3
223,34,15,Sports,2,1,Sports,4
223,34,16,Back & Shoulders,5,5,Back & Shoulders,7
223,34,17,Back & Shoulders,3,5,Back & Shoulders,3
223,34,18,Arms,5,4,Arms,7
223,34,19,Running,3,4,Running,4
223,34,20,Legs & Glutes,10,9,Abs & Waist,7
223,34,21,Abs & Waist,5,4,Abs & Waist,6
223,34,22,Back & Shoulders,7,5,Back & Shoulders,9
223,34,23,Back & Shoulders,5,4,Back & Shoulders,5
223,34,24,Abs & Waist,1,3,Abs & Waist,2
223,34,25,Arms,7,6,Arms,7
223,34,26,Legs & Glutes,5,4,Legs & Glutes,6
223,34,27,Yoga,1,0,Yoga,2
223,34,28,Legs & Glutes,9,9,Abs & Waist,7
223,34,29,Back & Shoulders,10,9,Yoga,9
223,34,30,Abs & Waist,1,2,Abs & Waist,3
223,34,31,Legs & Glutes,9,8,Abs & Waist,6
223,34,32,Back & Shoulders,1,0,Back & Shoulders,3
223,34,33,Walking,10,10,Back & Shoulders,8
223,34,34,Legs & Glutes,1,0,Legs & Glutes,1
224,23,1,Sports,5,6,Sports,6
224,23,2,Sports,5,7,Sports,6
224,23,3,Sports,3,1,Sports,5
224,23,4,Back & Shoulders,7,7,Back & Shoulders,9
224,23,5,Running,2,2,Running,3
224,23,6,Abs & Waist,3,1,Abs & Waist,4
224,23,7,Arms,9,10,Yoga,6
224,23,8,Sports,5,4,Sports,5
224,23,9,Sports,1,0,Sports,1
224,23,10,Legs & Glutes,5,3,Legs & Glutes,5
224,23,11,Back & Shoulders,4,2,Back & Shoulders,5
224,23,12,Running,9,8,Abs & Waist,8
224,23,13,Sports,7,5,Sports,9
224,23,14,Yoga,4,5,Yoga,5
224,23,15,Back & Shoulders,7,5,Back & Shoulders,7
224,23,16,Running,9,8,Abs & Waist,7
224,23,17,Sports,1,2,Sports,3
224,23,18,Abs & Waist,4,5,Abs & Waist,6
224,23,19,Arms,3,1,Arms,3
224,23,20,Sports,1,3,Sports,3
224,23,21,Legs & Glutes,10,9,Arms,9
224,23,22,Legs & Glutes,2,4,Legs & Glutes,2
224,23,23,Running,1,0,Running,1
225,30,1,Running,3,2,Running,4
225,30,2,Back & Shoulders,10,10,Walking,9
225,30,3,Walking,4,2,Walking,5
225,30,4,Walking,7,7,Walking,7
225,30,5,Legs & Glutes,8,8,Back & Shoulders,7
225,30,6,Back & Shoulders,2,2,Back & Shoulders,2
225,30,7,Back & Shoulders,5,6,Back & Shoulders,6
225,30,8,Back & Shoulders,8,6,Back & Shoulders,8
225,30,9,Legs & Glutes,10,10,Walking,9
225,30,10,Back & Shoulders,2,2,Back & Shoulders,3
225,30,11,Yoga,1,2,Yoga,1
225,30,12,Walking,4,6,Walking,6
225,30,13,Abs & Waist,1,0,Abs & Waist,2
225,30,14,Running,9,9,Legs & Glutes,7
225,30,15,Yoga,10,8,Legs & Glutes,9
225,30,16,Walking,8,7,Walking,9
225,30,17,Walking,10,8,Sports,8
225,30,18,Yoga,8,6,Yoga,10
225,30,19,Running,1,2,Running,3
225,30,20,Abs & Waist,9,10,Arms,7
225,30,21,Legs & Glutes,4,5,Legs & Glutes,6
225,30,22,Arms,10,8,Legs & Glutes,9
225,30,23,Sports,2,1,Sports,2
225,30,24,Arms,3,2,Arms,5
225,30,25,Abs & Waist,4,2,Abs & Waist,5
225,30,26,Sports,1,0,Sports,3
225,30,27,Sports,6,7,Sports,6
225,30,28,Arms,1,2,Arms,3
225,30,29,Arms,4,3,Arms,5
225,30,30,Abs & Waist,7,7,Abs & Waist,8
226,26,1,Abs & Waist,10,8,Legs & Glutes,7
226,26,2,Yoga,3,5,Yoga,5
226,26,3,Abs & Waist,6,4,Abs & Waist,7
226,26,4,Back & Shoulders,2,3,Back & Shoulders,4
226,26,5,Running,5,4,Running,5
226,26,6,Abs & Waist,5,3,Abs & Waist,6
226,26,7,Sports,2,3,Sports,3
226,26,8,Abs & Waist,10,10,Yoga,8
226,26,9,Sports,4,2,Sports,6
226,26,10,Arms,1,2,Arms,1
226,26,11,Yoga,8,8,Legs & Glutes,7
226,26,12,Walking,2,0,Walking,3
226,26,13,Back & Shoulders,8,7,Back & Shoulders,9
226,26,14,Abs & Waist,5,5,Abs & Waist,7
226,26,15,Yoga,2,3,Yoga,2
226,26,16,Abs & Waist,10,9,Legs & Glutes,7
226,26,17,Arms,5,5,Arms,5
226,26,18,Sports,8,9,Running,6
226,26,19,Abs & Waist,10,8,Walking,9
226,26,20,Sports,4,6,Sports,5
226,26,21,Walking,4,6,Walking,5
226,26,22,Walking,4,4,Walking,5
226,26,23,Yoga,5,4,Yoga,5
226,26,24,Sports,9,9,Legs & Glutes,8
226,26,25,Walking,10,10,Sports,7
226,26,26,Legs & Glutes,6,8,Arms,5
227,32,1,Back & Shoulders,10,10,Abs & Waist,9
227,32,2,Yoga,10,10,Sports,8
227,32,3,Running,6,8,Arms,4
227,32,4,Back & Shoulders,10,8,Legs & Glutes,8
227,32,5,Sports,1,0,Sports,3
227,32,6,Sports,9,9,Running,8
227,32,7,Sports,9,7,Sports,10
227,32,8,Yoga,2,2,Yoga,4
227,32,9,Running,8,10,Walking,6
227,32,10,Abs & Waist,5,6,Abs & Waist,7
227,32,11,Arms,3,1,Arms,3
227,32,12,Yoga,7,8,Running,5
227,32,13,Yoga,6,6,Yoga,8
227,32,14,Running,2,4,Running,4
227,32,15,Running,1,0,Running,2
227,32,16,Running,5,4,Running,7
227,32,17,Legs & Glutes,8,8,Back & Shoulders,5
227,32,18,Walking,10,8,Running,7
227,32,19,Back & Shoulders,2,4,Back & Shoulders,4
227,32,20,Running,2,4,Running,3
227,32,21,Yoga,5,6,Yoga,6
227,32,22,Abs & Waist,7,5,Abs & Waist,7
227,32,23,Yoga,2,3,Yoga,4
227,32,24,Yoga,1,0,Yoga,2
227,32,25,Running,8,7,Running,8
227,32,26,Legs & Glutes,10,10,Walking,9
227,32,27,Running,4,6,Running,4
227,32,28,Abs & Waist,8,9,Legs & Glutes,5
227,32,29,Sports,1,1,Sports,3
227,32,30,Legs & Glutes,3,4,Legs & Glutes,5
227,32,31,Arms,7,7,Arms,7
227,32,32,Abs & Waist,3,5,Abs & Waist,3
228,30,1,Walking,2,4,Walking,3
228,30,2,Arms,3,2,Arms,3
228,30,3,Back & Shoulders,9,10,Yoga,8
228,30,4,Running,7,7,Running,8
228,30,5,Walking,2,1,Walking,2
228,30,6,Legs & Glutes,10,10,Walking,9
228,30,7,Arms,6,7,Arms,8
228,30,8,Walking,8,10,Yoga,6
228,30,9,Arms,8,8,Legs & Glutes,5
228,30,10,Arms,7,7,Arms,8
228,30,11,Back & Shoulders,9,7,Back & Shoulders,9
228,30,12,Walking,5,3,Walking,6
228,30,13,Walking,2,0,Walking,3
228,30,14,Back & Shoulders,1,2,Back & Shoulders,1
228,30,15,Yoga,1,0,Yoga,1
228,30,16,Running,10,8,Back & Shoulders,9
228,30,17,Arms,8,6,Arms,9
228,30,18,Back & Shoulders,4,4,Back & Shoulders,4
228,30,19,Arms,2,2,Arms,4
228,30,20,Abs & Waist,6,8,Yoga,5
228,30,21,Sports,9,10,Back & Shoulders,8
228,30,22,Abs & Waist,9,10,Back & Shoulders,6
228,30,23,Walking,2,1,Walking,3
228,30,24,Legs & Glutes,8,10,Sports,5
228,30,25,Back & Shoulders,2,2,Back & Shoulders,4
228,30,26,Sports,7,7,Sports,7
228,30,27,Sports,7,6,Sports,9
228,30,28,Arms,8,7,Arms,8
228,30,29,Legs & Glutes,7,7,Legs & Glutes,7
228,30,30,Yoga,9,8,Sports,8
229,31,1,Running,9,10,Arms,7
229,31,2,Sports,7,5,Sports,8
229,31,3,Sports,4,6,Sports,5
229,31,4,Abs & Waist,2,4,Abs & Waist,3
229,31,5,Abs & Waist,5,7,Abs & Waist,5
229,31,6,Yoga,7,5,Yoga,9
229,31,7,Running,6,6,Running,8
229,31,8,Arms,4,2,Arms,6
229,31,9,Back & Shoulders,8,8,Running,6
229,31,10,Sports,7,9,Running,4
229,31,11,Legs & Glutes,10,9,Yoga,8
229,31,12,Walking,4,2,Walking,6
229,31,13,Running,6,5,Running,6
229,31,14,Back & Shoulders,1,2,Back & Shoulders,3
229,31,15,Back & Shoulders,6,5,Back & Shoulders,6
229,31,16,Yoga,5,7,Yoga,7
229,31,17,Yoga,6,4,Yoga,8
229,31,18,Back & Shoulders,3,5,Back & Shoulders,4
229,31,19,Walking,8,7,Walking,8
229,31,20,Arms,9,8,Walking,8
229,31,21,Walking,8,9,Back & Shoulders,5
229,31,22,Running,1,3,Running,3
229,31,23,Legs & Glutes,10,10,Walking,8
229,31,24,Back & Shoulders,8,6,Back & Shoulders,8
229,31,25,Back & Shoulders,2,4,Back & Shoulders,3
229,31,26,Walking,2,0,Walking,4
229,31,27,Legs & Glutes,3,3,Legs & Glutes,4
229,31,28,Sports,1,0,Sports,3
229,31,29,Sports,1,2,Sports,2
229,31,30,Back & Shoulders,5,5,Back & Shoulders,7
229,31,31,Walking,9,10,Abs & Waist,6
230,21,1,Abs & Waist,4,4,Abs & Waist,5
230,21,2,Walking,10,8,Arms,7
230,21,3,Running,4,6,Running,6
230,21,4,Abs & Waist,5,7,Abs & Waist,6
230,21,5,Running,8,8,Yoga,7
230,21,6,Yoga,8,7,Yoga,9
230,21,7,Yoga,1,0,Yoga,2
230,21,8,Running,5,4,Running,6
230,21,9,Running,4,4,Running,6
230,21,10,Walking,9,7,Walking,10
230,21,11,Yoga,9,7,Yoga,10
230,21,12,Running,2,1,Running,3
230,21,13,Abs & Waist,4,3,Abs & Waist,5
230,21,14,Yoga,4,4,Yoga,5
230,21,15,Sports,5,7,Sports,5
230,21,16,Yoga,10,8,Abs & Waist,9
230,21,17,Walking,5,3,Walking,5
230,21,18,Sports,5,3,Sports,5
230,21,19,Sports,7,5,Sports,9
